date,F0_cautious_behaviour,F1_perception_advice,F2_applicability_usefullness_advice,F3_behaviour_others,F4_consequence_advice
2020-07-21,0.7494680296587762,0.7213756882662001,0.8117946819018563,0.5315908586513557,0.4154774362419918
2020-07-22,0.7446363775399597,0.7196183805278221,0.7878872187115816,0.522827469556504,0.44701245544315366
2020-07-23,0.7217574445495836,0.7297433024825927,0.7817375886524822,0.5189311892723044,0.4131250815393532
2020-07-24,0.7382762739285366,0.7006284276309663,0.7786147590123088,0.516829635570601,0.4433296321139319
2020-07-25,0.7499642130609441,0.7436789157477643,0.7845433482479215,0.5313046192293113,0.4235000841038785
2020-07-26,0.7298904430805135,0.725504489463154,0.7684868514888396,0.5151172001352423,0.43942625528611956
2020-07-27,0.7613974029282378,0.7318324754637445,0.7911848388564962,0.5344198118839905,0.4147090916455116
2020-07-28,0.7475828562133758,0.7396286363409613,0.79305535581888,0.5523892927400821,0.43800828429670585
2020-07-29,0.7339035698938345,0.7522023438749025,0.787627491332223,0.536731976064309,0.44252510586475957
2020-07-30,0.7486058649087098,0.724982679418153,0.7964827978791746,0.5230714728456706,0.4414398125777933
2020-07-31,0.7444790058844909,0.7303676238888062,0.7878812197105889,0.5086586464734776,0.4295694920031155
2020-08-01,0.7406482065854174,0.7184300946817724,0.7972956939285476,0.5099336935488022,0.4347089591355447
2020-08-02,0.748427809811319,0.7336344862839753,0.7853492320287064,0.5731409750276104,0.4490685621616563
2020-08-03,0.7465429450718468,0.7207962397764972,0.7942733880532974,0.5222335571114715,0.4141378993611422
2020-08-04,0.7601272651607783,0.7148658865397961,0.793898942909389,0.5324544574366507,0.467000074674661
2020-08-05,0.7597258041228415,0.7349252809841109,0.7980745362563385,0.5282382388710791,0.4161751296781613
2020-08-06,0.783441337321955,0.7305753528879126,0.8039148424271972,0.5273982981232223,0.41335369201267474
2020-08-07,0.7799730090467597,0.7318788637380899,0.803869627407416,0.5229133841146119,0.4094795354673749
2020-08-08,0.7475805165971832,0.7504594805806305,0.7957098209356951,0.486298605853642,0.4388888888888889
2020-08-09,0.7596043958992874,0.7247880035830622,0.7710554438453081,0.5609869900385365,0.42096539144934203
2020-08-10,0.7754445372903881,0.7347829384828966,0.7757191730644195,0.538474042608762,0.41235902006256986
2020-08-11,0.7649370478331086,0.7150873570501178,0.7948038432555107,0.5590506925133485,0.4197784139334023
2020-08-12,0.7701282196778582,0.7221580611970281,0.8025577659901613,0.5436715629324999,0.42330044808237133
2020-08-13,0.7899308543761097,0.7281382103218991,0.7867259552042161,0.5599575808198965,0.4302345413824168
2020-08-14,0.7679257379070602,0.7168022332686815,0.7895871717939311,0.5541058138049904,0.4195445386719853
2020-08-15,0.7675357519772043,0.7260241130807576,0.7904975815342536,0.5291198856038408,0.4041478859878224
2020-08-16,0.7651106847608999,0.7457361155432902,0.8084108614420284,0.5622280482486801,0.42171363791591643
2020-08-17,0.7875634754239766,0.7379595265607192,0.7900935667803187,0.5606943497519181,0.4342479210875891
2020-08-18,0.7572908710164239,0.7103894853394893,0.7844111045971859,0.55680337682768,0.4379618154268969
2020-08-19,0.7652518167915857,0.7234573467906594,0.763399627937313,0.564333367719608,0.4303058861949732
2020-08-20,0.7816938473620162,0.7448968369021304,0.8161444466952563,0.5672268884329529,0.4325618805899115
2020-08-21,0.7771670076344683,0.7412016631201571,0.7922596519992625,0.5348433348473356,0.41877554996427463
2020-08-22,0.793667807029592,0.7477553849757876,0.8317901234567902,0.5470960011481838,0.38670048742818125
2020-08-23,0.7577932507585227,0.7143888770070315,0.7723765432098765,0.5426985686484114,0.43209876543209874
2020-08-24,0.7722107146990296,0.7132149307384336,0.8088021087156694,0.5766689844880541,0.4018314356055503
2020-08-25,0.7602703164579998,0.7143907493450393,0.800419441520636,0.5828736066952896,0.40975487295701946
2020-08-26,0.7776977610783342,0.727019996430782,0.7888106950973006,0.5809943571898822,0.43604220680729777
2020-08-27,0.8076282495119345,0.7346437235938901,0.8029240620277204,0.5976740712477874,0.4210985448347428
2020-08-28,0.7580454788307689,0.7289345807414621,0.776518747656139,0.5845001864817818,0.4080785303584247
2020-08-29,0.7757533694289366,0.7230225877211532,0.8027535597698101,0.5676066763013363,0.4296986857707195
2020-08-30,0.7392663918555439,0.7399803358300706,0.8026655972071802,0.5661083924242744,0.4219463154419069
2020-08-31,0.7707157027019176,0.7165692563009666,0.7894829596869886,0.5999122809347514,0.4204694896684348
2020-09-01,0.780909610260947,0.7400672719999198,0.8030862257502946,0.5847548747714575,0.41120508580931703
